words,user_location
"['deeply', 'hear', 'sad', 'news', 'union', 'home', 'minister', 'getting']","Manipur, India"
"['sad', 'news', 'chief', 'minister', 'positive', 'good', 'chief', 'minister', 'get']","Karnataka, India"
"['every', 'country', 'way', 'sad', 'part']","ÜT: -26.123367,28.10884"
"['see', 'sad', 'exploit', 'suffering', 'people', 'untrue']","Vienna, Austria"
"['sad', 'top', 'facing', 'brunt', 'wish', 'speedy', 'recovery']",India
"['sad', 'see', 'increasing', 'much', 'fast', 'everyone', 'please']",Maldives
"['never', 'felt', 'alone', 'life', 'sad']",Asgard
"['last', 'three', 'days', 'working', 'amazing', 'team', 'finished', 'sad', 'see', 'moving', 'great', 'work']",GWH Swindon & NCEPOD London
"['barber', 'closed', 'shop', 'guess', 'mop', 'really', 'sad', 'news', 'great', 'guy', 'b']","Toronto, Canada"
"['aka', 'real', 'sad', 'attempt', 'mask', 'cool']","Wellington, FL"
"['sad', 'attention', 'corruption', 'pandemic', 'w']","Johannesburg, South Africa"
"['dire', 'sad', 'times', 'pay', 'national']",
"['pretty', 'sad', 'reason', 'begging', 'lord', 'give', 'special', 'wisdom']","Texas, USA"
"['sad', 'medicinal', 'homoeopathy', 'getting', 'rightful', 'fight']",
"['pretty', 'sad', 'reason', 'begging', 'lord', 'give', 'special', 'wisdom']","Texas, USA"
"['serious', 'sad', 'one', 'could', 'almost', 'laugh', 'president', 'obviously', 'given']",Berlin - Hannover - Brüssel
"['sad', 'guess', 'karma', 'ass', 'best', 'luck', 'father']","Abilene, TX"
"['sad', 'see', 'sort', 'condolence', 'people', 'getting', 'tested', 'positive', 'doesnt', 'help']","Bengaluru, India"
"['sad', 'days', 'devastating', 'impact', 'mental', 'health']","England, United Kingdom"
"['dont', 'want', 'die', 'love', 'wife', 'family', 'sad', 'people', 'lost']",
"['sad', 'currently', 'apartment']","Lagos, Nigeria"
"['sad', 'true', 'trump']","Gananoque/1000 Islands, ON CAN"
"['sad', 'news', 'non', 'related', 'hubby', 'rang', 'work', 'funeral', 'go', 'ahead', 'immediate']",
"['sad', 'diabetes', 'pray', 'family']",United States
"['someone', 'read', 'big', 'sad']",Your back yard
"['sad', 'respiratory', 'poorly', 'funded', 'try', 'mum', 'enough', 'oxygen', 'watch']","Wigan, England"
"['soon', 'enough', 'another', 'although', 'sad', 'infected', 'people']","Bengaluru, India"
"['sad', 'see', 'many', 'medical', 'sacrifice', 'integrity', 'dispose']",Can't b a remedy 2ur stupidity
"['sad', 'see', 'supreme', 'court', 'protect', 'cruel', 'unusual', 'punishment']",Newport Beach
"['sad', 'reality', 'fine', 'demented', 'old', 'bigot', 'serial', 'rapist', 'ad']",Minneapolis
"['beyond', 'sad', 'store', 'afraid', 'get', 'shot', 'wear', 'mas']",Notre Dame
"['read', 'evolution', 'sad', 'woman', 'book', 'shopping', 'bottom']","Houston area, Texas"
"['really', 'sad', 'us', 'whole', 'debacle', 'never']","Qualicum Beach, British Columbia"
"['sad', 'reality', 'many', 'homelessness', 'pandemic', 'many', 'homeless', 'people', 'hanging']","Washington, DC"
"['sad', 'reality', 'many', 'homelessness', 'pandemic', 'many', 'homeless', 'people', 'hanging', 'themsel']","Washington, DC"
"['sad', 'pool', 'closed', 'already', 'drained', 'luckily', 'got']","Austin, TX"
"['cinnamon', 'toast', 'crunch', 'sad', 'trump', 'defeat', 'cereal']",
"['local', 'bike', 'legend', 'man', 'knew', 'everything', 'kind', 'bike', 'sad', 'rip']","Panama City Beach, FL"
"['sad', 'fact', 'day', 'sometimes', 'people', 'ask', 'something', 'future', 'work', 'pause']","St Louis, MO"
"['cant', 'believe', 'point', 'still', 'people', 'posting', 'existence', 'sad', 'dangerous', 'irresponsible']","Bogota, Colombia"
"['sad', 'number', 'small', 'cut', 'government', 'support', 'due']",Melbourne; Hong Kong; Manila
"['human', 'brain', 'generally', 'something', 'mirror', 'face', 'sad', 'dont', 'tell']",RTs are not endorsements.
"['sad', 'tragic', 'saw', 'news', 'could', 'done', 'h']","Gananoque/1000 Islands, ON CAN"
"['sad', 'lose', 'child', 'none', 'happen']","New York, NY"
"['sad', 'convince', 'people']",USA
"['sad', 'president', 'calling', 'ar']",
"['sad', 'meet', 'way', 'would', 'much', 'rather', 'met', 'much', 'better']","New York, NY"
"['sad', 'reality', 'even', 'like', 'still', 'await']","Pretoria, South Africa"
"['may', 'well', 'sad', 'times']",USA
"['race', 'sad', 'people', 'die', 'always', 'matter', 'question']","Surrexshire, UK"
"['sad', 'though', 'surprising', 'around', 'world', 'notable', 'panicked']",Lily KY
"['cure', 'possible', 'medicine', 'discrimination', 'n', 'sad', 'story']","Hyderabad, Telangana"
"['thanks', 'sad', 'day', 'people', 'get', 'accept', 'valid']",
"['really', 'sad', 'hear', 'wave', 'many']",London/Kuala Lumpur/ Potatoes for Peace world
"['sad', 'rather', 'well', 'life', 'extremely', 'unfair', 'sometimes']",Cameroon
"['sad', 'see', 'current', 'situation', 'world', 'fight', 'country']",Slovak Republic
"['heartily', 'appreciate', 'collector', 'control', 'pandemic', 'sad', 'see', 'th']","Udaipur, India"
"['sad', 'sensitivity', 'needs', 'come', 'sensationalism', 'rip', 'mir']",Kashmir | London 
"['sad', 'done', 'stop', 'done', 'stop']","New York, USA"
"['x', 'always', 'sad', 'read', 'frequently']",
"['normal', 'feel', 'sad', 'confused', 'angry']","Addis Ababa, Ethiopia"
['sad'],
"['sad', 'demise', 'ashraf', 'mir']",Abi Guzar Lal Chowk Srinagar
"['update', 'able', 'beautiful', 'wedding', 'sad', 'cannot', 'person']",Australia
"['sad', 'still', 'take', 'joke']",Srinagar kashmir
"['sad', 'heartbreaking', 'news']","Jammu, Jammu And Kashmir "
['sad'],
"['sometimes', 'feel', 'like', 'telling', 'answer', 'sad']",
"['stupid', 'scary', 'sad', 'impossible', 'keep', 'home', 'south']","Seattle, WA"
"['look', 'sad', 'news', 'march', 'madness', 'way', 'back', 'ago', 'plenty', 'time', 'clean']","Raleigh, NC"
"['sad', 'thing', 'common', 'occurrence', 'ravage', 'country', 'assistance']","Texas, USA"
"['pandemic', 'experience', 'hit', 'new', 'low', 'fellow', 'away', 'sad', 'inside']",
"['impact', 'risk', 'sad', 'times']","Texas, USA 🇺🇸"
"['really', 'sad', 'hear', 'child', 'balbriggan', 'house', 'fire', 'away', 'way', 'hospital']",Ireland
"['sad', 'news']",
"['sad', 'see', 'death', 'time', 'without', 'rise', 'worrying']",Northern Ireland
"['sad', 'case', 'absolutely', 'reason', 'guy', 'freed', 'hurt', 'anyone', 'crime']",
"['sad', 'blinks', 'dont', 'even', 'care', 'post', 'funny', 'mad']","i love lisa sm, i like jisoo 2"
"['sad', 'thanks', 'knew', 'since', 'raping', 'usual', 'h']","Ohio, USA"
"['stuff', 'sad', 'likely', 'person', 'instruction', 'whole', 'year']",United States
"['feel', 'bad', 'see', 'ground', 'hold', 'say', 'feel', 'unwanted', 'sad']",LA
"['sad', 'though', 'need', 'aware', 'part', 'new', 'normal', 'people', 'need']","Melbourne, Victoria"
"['thats', 'deadly', 'virus', 'sad', 'say', 'tentacle']",Yorkshire
"['sad', 'start', 'work', 'id', 'go', 'far', 'say']",
"['sad', 'people', 'thinking', 'c']","Tulsa, OK"
"['alert', 'level', 'rest', 'level', 'sad', 'community', 'transmission', 'days']",
"['sad', 'see', 'like', 'likely', 'age', 'group']",Australia
"['tired', 'sad', 'never', 'give', 'say']",
"['reminder', 'really', 'sad', 'barely', 'anyone', 'talking', 'country', 'hit']",Berlin
"['active', 'new', 'sad', 'say', 'people']",
"['worried', 'saw', 'russia', 'launch', 'sentence', 'guess', 'thats', 'sad', 'story', 'mind']","Mumbai, India"
"['sad', 'unchecked', 'corps', 'harm', 'overall', 'public', 'affordable', 'food', 'much']","California, USA"
"['incredibly', 'sad', 'people', 'already', 'jobless', 'another', 'self', 'employed']",Switzerland
"['people', 'payroll', 'since', 'march', 'people', 'story', 'sad', 'times']",Oxfordshire
"['uncontrolled', 'spread', 'trump', 'map', 'sad']",NYLon
"['sad', 'report', 'line', 'duty', 'due']","Atlanta, GA"
"['sad', 'sad', 'news', 'live', 'ultimate', 'pantomime', 'villain', 'behind', 'front', 'b']","Leeds, Yorkshire"
"['sad', 'people', 'still', 'reckless', 'making', 'dumb', 'still', 'mess']","Fort Worth, TX"
"['feeling', 'sad', 'wish', 'could', 'stop', 'crying', 'happen', 'kill']",London England
"['every', 'closure', 'postponement', 'becomes', 'increasingly', 'sad', 'theatrical', 'landscape']",
"['normal', 'feel', 'sad', 'confused', 'angry', 'crisis', 'especially', 'talking']","Doha, Qatar"
"['sad', 'misguidance', 'took', 'away', 'joy', 'life', 'youth', 'world']","Herndon, VA USA & Hyderabad In"
"['sad', 'like', 'san', 'virus', 'spread', 'unchecked']",
"['spot', 'sad', 'expect', 'day']","North East, England"
"['health', 'sad', 'pandemic', 'eve']","Manila, Philippines"
"['life', 'hard', 'right', 'feel', 'sad', 'lost', 'student']","San Diego, CA"
"['sad', 'news']","Bay Area, CA"
"['sad', 'black', 'lost', 'respect', 'tweeter']",South Africa 
"['agree', 'another', 'sad', 'reminder', 'shown', 'world', 'people', 'sha']","Berlin, Germany"
"['theyre', 'sad', 'poor', 'little', 'boy', 'went']",Home of the Run On Sentance
"['time', 'would', 'fighting', 'sad', 'note', 'c']",Malawi
"['singer', 'frank', 'sad']","New York, NY"
"['responsible', 'behavior', 'find', 'quite', 'sad', 'discouraging']","Anchorage, AK"
"['sad', 'pathetic']",Earth
"['sad', 'story', 'follow', 'follow', 'back', 'instantly']","Cape Town, South Africa"
"['sad', 'devastating', 'news', 'indeed', 'horrible', 'effects', 'father', 'son', 'medic']",
"['sad', 'need', 'stick', 'really', 'sad']","Johannesburg, South Africa"
"['sad', 'say', 'people', 'around', 'acting', 'like', 'didnt', 'come', 'really']","Aarhus, Central Jutland"
"['sad', 'news', 'concerning', 'job', 'affecting', 'effective', 'essential']",
"['death', 'confirmed', 'sad', 'indeed', 'spike', 'think', 'mass', 'wort', 'believe']","Malmo, Sweden"
"['going', 'knee', 'operation', 'today', 'sad', 'mother']",Hfuhruhurr Island
"['two', 'meet', 'greet', 'sad', 'sent', 'wi']",
"['sad', 'reality', 'another', 'crisis', 'malnutrition', 'building', 'many', 'older', 'ass']",France
"['feeling', 'sad', 'demise']","Hyderabad, India"
"['cant', 'help', 'feeling', 'lot', 'sad', 'young', 'people', 'today', 'sending', 'love']","Devizes, England"
"['active', 'new', 'sad', 'say', 'people', 'due']",
"['sad', 'beautiful', 'city', 'speaking']",Beal feirste - Ireland
"['today', 'medical', 'fraternity', 'another', 'sad', 'new', 'loss', 'one', 'senior']",Nairobi Kenya
"['friend', 'something', 'cure', 'cancer', 'wind', 'sad']",
"['watch', 'first', 'near', 'red', 'sad', 'sad']",USA
"['sad', 'report', 'devastation', 'climbing']","Center Point, IA"
"['part', 'sad', 'seeing', 'really', 'come', 'appreciate', 'home', 'setup', 'since']","Cincinnati,Ohio"
"['given', 'high', 'number', 'aged', 'care', 'wont', 'elderly', 'people', 'left', 'sad']","Melbourne, VIC"
"['thats', 'sad', 'hopefully', 'would', 'change', 'mind']",Australia
"['sad', 'times', 'living', 'especially', 'enough', 'please', 'follow']","Dallas, Texas"
"['first', 'worst', 'sad', 'think', 'needlessly']",USA
"['month', 'pandemic', 'learning', 'sad', 'failing']",NJ USA & occasionally NL
"['sad', 'disheartening', 'country', 'per', 'million', 'people']","Texas, USA"
"['possible', 'sudden', 'surge', 'teacher', 'really', 'sad']","Manchester, NH"
"['community', 'transmission', 'sad', 'true']",
"['sad', 'even', 'pandemic', 'forcing', 'delivery', 'deliver', 'time']","Bengaluru, India"
"['remind', 'sad', 'loss', 'majority', 'time', 'far', 'many']", 
"['fake', 'stop', 'trying', 'cause', 'depression', 'anxiety', 'people', 'sad', 'disgusting']",
"['use', 'several', 'professional', 'sad', 'looking', 'p']","Barcellona, Spagna"
"['woke', 'wanting', 'understand', 'life', 'sad', 'coffee', 'nervous']",
"['feeling', 'sad', 'dont', 'forget', 'cry', 'come', 'back', 'god']",
"['sad', 'say', 'dead', 'could', 'say', 'remorse']",
"['sad', 'far', 'least', 'popular', 'answer', 'people', 'stem', 'flow']","Yuma, AZ"
"['even', 'want', 'sad', 'see', 'wistful', 'lonely', 'feel', 'long']",CA
"['sad', 'breaking', 'news', 'trump', 'passing', 'away', 'president', 'younger', 'brother', 'unwell']","London, England"
"['sad', 'dying']",Seattle-Tacoma
"['sad', 'another', 'loss', 'presume']","Texas, USA"
"['right', 'headed', 'sad', 'could']",Everywhere
"['guess', 'one', 'covid', 'social', 'wreck', 'beach', 'sad']","Vancouver, BC. Canada"
"['ignorance', 'overwhelming', 'took', 'life', 'brother', 'sad']","Washington, USA"
"['sad', 'family']",Earth (most of the time)
"['one', 'sad', 'thing', 'trump', 'passing', 'away', 'many', 'people', 'hurt', 'lack', 'empathy']",
"['trump', 'family', 'always', 'tragic', 'death', 'sad', 'passing', 'covid', 'related']",
"['sad', 'thing', 'way', 'taking', 'joke', 'laughing', 'running', 'president']",
"['sad', 'true', 'question', 'allow', 'get', 'away', 'thin']",New Jersey 
"['sad', 'see', 'would', 'wasp', 'headless', 'tour', 'l']",
"['sad', 'right', 'pandemic', 'run', 'led']",Bungoma
"['none', 'blind', 'see', 'sad']","Belfast, Northern Ireland."
"['extremely', 'sad', 'heartbreaking', 'news', 'celebrity', 'dont', 'ever', 'think']","New Delhi, India"
"['feel', 'sad', 'well', 'educated', 'continue', 'share', 'fake', 'news', 'learn', 'h']",
"['great', 'initiative', 'community', 'nothing', 'sad']","Bingham, Nottinghamshire.GB"
"['sad', 'travel', 'like', 'become', 'food', 'doubtful', 'well', 'soon']",
"['sad', 'indeed', 'result', 'example', 'set', 'society']","Belfast , Glasgow"
"['twitter', 'needs', 'sad', 'button', 'take', 'care', 'thing', 'something']","Hammond, IN"
"['sad', 'alone', 'corona', 'infection', 'visit']",peeping while you are sleeping
"['sad', 'pray', 'god', 'corona', 'disease', 'go', 'away', 'soon', 'possible']","Uttar Pradesh, India"
"['extremely', 'condemnable', 'sad', 'world', 'gone', 'testing', 'times', 'crisis']",Pakistan
"['sad', 'think', 'going', 'l']","Stanford, CA; Seattle, WA; Hawaii, USA; Edinburgh, GB"
"['people', 'going', 'die', 'sad']",
"['unspoken', 'sad', 'side', 'effects', 'hearing', 'longer', 'read', 'difficult']","Pasadena, CA"
"['every', 'red', 'zone', 'country', 'sad', 'state', 'pandemic']",Washington DC & Virginia
"['sobering', 'profoundly', 'sad', 'list', 'lost']","Boston, MA"
"['reading', 'evolution', 'sad', 'woman', 'book', 'shopping', 'bottom', 'page']","Houston area, Texas"
"['sad', 'heartbreaking', 'loss', 'happen', 'thank', 'making']","Boston, MA"
"['wow', 'rip', 'nurse', 'sad', 'always']","ÜT: 6.598877,3.2708515"
"['feel', 'profoundly', 'sad', 'working', 'hard', 'throughout', 'face', 'uncertainty']",Surrey
['sad'],"New Delhi, India"
"['sad', 'death']",
"['ha', 'sad', 'times']",
"['today', 'sad', 'day', 'come', 'understand', 'demise', 'reverend', 'metropolitan', 'ambrose']",
"['polling', 'survey', 'felt', 'sad', 'anxious']","NYC, NY"
"['sad', 'family', 'occasion', 'funeral', 'appropriate', 'dead']","VA, MN, TX, DC, upstate NY"
"['thats', 'sad', 'karma']",
"['sad', 'people', 'dont', 'care', 'safety', 'travel', 'please', 'dispose', 'mask', 'face', 'shield']",India
"['read', 'see', 'week', 'love', 'sing', 'dance', 'really', 'sad']","Sheffield, England"
"['think', 'becoming', 'numb', 'sad']","Youngstown, OH"
"['sad', 'times', 'staff', 'reading', 'back', 'story', 'gone']","Burnham, Bucks"
"['sad', 'news', 'make', 'sure', 'part', 'series', 'travel']","Wales, United Kingdom"
"['watch', 'first', 'near', 'red', 'sad', 'sad']",USA
"['many', 'saved', 'sad', 'little', 'paper']","Orange County, CA"
"['active', 'new', 'sad', 'say', 'people']",
"['another', 'useless', 'tweet', 'terrorist', 'trying', 'stay', 'relevant', 'sad']","Great Wolford, England"
"['sad', 'hear', 'morning', 'booked', 'good', 'past', 'even']","Altrincham, Greater Manchester"
"['sad', 'medical', 'elective', 'round', 'world', 'travel']","University College London, UK "
"['sad', 'see', 'gone', 'business', 'many', 'great', 'journey', 'great', 'wishing', 'th']","Birmingham, England"
"['sad', 'news', 'lot', 'student', 'travel', 'back', 'day', 'news', 'c']",Europe
"['still', 'active', 'lethal', 'sad', 'hear', 'loss', 'ache', 'comfort']",Torrance CA
"['sad', 'people', 'wont', 'use', 'refrain', 'negligently', 'careless', 'behavior']","#BLM, #LGBTQ🌋🐘🏞🐆🌌   "
"['sad', 'hear', 'death', 'wife', 'rita', 'many', 'th']","San Antonio, Texas"
"['sad', 'defend', 'handling', 'response', 'disaster']",
"['actually', 'capable', 'feeling', 'sad', 'mourning', 'one']",19475
"['another', 'sad', 'story', 'another', 'wonderful', 'taken', 'soon']","Massachusetts, USA"
"['sad', 'eerie', 'look', 'broken', 'city']",
"['alert', 'reveal', 'sad', 'quarantine', 'dorm', 'global', 'pandemic', 'news']",WORLDWIDE
"['agreed', 'sad', 'truth', 'never', 'totally', 'stop', 'coming', 'live', 'global', 'world', 'people']",New Hamshire
"['rumor', 'brother', 'source', 'hospital', 'rip', 'sad']",
"['sons', 'birthday', 'summed', 'one', 'photo', 'autism', 'sad', 'came', 'room']","South, Ontario"
"['imagine', 'day', 'dont', 'got', 'nun', 'else', 'thats', 'sad']",
"['sad', 'someone', 'actually', 'dying', 'finally', 'wake', 'believe', 'trump', 'lying']","Glassboro, NJ"
"['cancel', 'trip', 'due', 'travel', 'sad', 'mad', 'health']","Indianapolis, IN, USA, Earth"
"['fam', 'want', 'joyful', 'feel', 'sad', 'today', 'gentle']",
"['sad', 'trump', 'occupant', 'maybe', 'none']",
"['sad', 'outdoors', 'could', 'responsibly', 'much', 'take']","Albany, New York"
"['sad', 'say', 'live', 'state']","Jacksonville, FL"
"['sobering', 'sad', 'read']","Granite City, IL"
"['sad', 'news', 'canada']",canada
"['hello', 'sad', 'since', 'beginning', 'pandemic', 'men', 'taking']","São Paulo, Brasil"
"['sad', 'really', 'like', 'covid']",United States 🇺🇸
"['positive', 'optimistic', 'outlook', 'feel', 'sad', 'time', 'feel', 'sad', 'grieving']","Melbourne, Victoria"
"['sad', 'picture', 'heart', 'seeing', 'people', 'spit', 'people']","Glasgow, Scotland"
"['sad', 'news', 'promise', 'pop', 'perfection', 'untimely', 'passing', 'really']","Chesterfield, England"
"['sad', 'case', 'possible', 'winter', 'covid', 'let', 'led', 'mas']",Global
"['ignorance', 'people', 'show', 'pandemic', 'sad', 'yes', 'get', 'yes', 'get']",Worldwide
"['sad', 'statistic']",Sydney
"['people', 'still', 'want', 'vote', 'sad', 'part']",
"['sad', 'know', 'increasing', 'loosing', 'day', 'day']",
"['sad', 'know', 'increasing', 'loosing', 'day', 'day']","𝓝𝓮𝔀 𝓓𝓮𝓵𝓱𝓲, 𝓘𝓷𝓭𝓲𝓪"
"['sad', 'look', 'stadium', 'empty', 'awesome', 'like', 'movie', 'watching', 'missing', 'theater', 'atmosphere']",
"['still', 'still', 'sad', 'jobless', 'old', 'tell']",The Land of No Trump 🎈✈️🛩🔭
"['wonder', 'beach', 'lonely', 'curfew', 'used', 'run', 'felt', 'lonely', 'sad']",Palestine
"['overthink', 'yes', 'overthink', 'want', 'sad', 'feel', 'much']","Jammu And Kashmir, India"
"['sad', 'sad', 'going', 'keep', 'cycling', 'cant', 'fight', 'god', 'help', 'us']",Arizona 
"['times', 'even', 'god', 'let', 'go', 'days', 'early', 'day', 'sad']","Austin, TX"
"['arent', 'ya', 'sad', 'little', 'smart', 'smart', 'logical', 'selfless']",ᴘʀᴏ ʜᴏᴍᴇ ꜱᴛᴜᴅɪᴏ 🎤 Texas-616
"['sad', 'silly', 'people', 'probably', 'havent', 'planet', 'earth', 'globe', 'yet', 'either', 'wonder']",Chippenham Wiltshire
"['hard', 'watching', 'without', 'cheering', 'crowd', 'sad']","Landis, NC"
"['yeah', 'pretty', 'much', 'rest', 'us', 'woke', 'sad', 'nearly', 'us']","Sputnik Planum, Pluto"
"['watching', 'show', 'two', 'walking', 'drinking', 'coffee', 'social', 'distance', 'made', 'feel', 'sad']",Stumptown
"['sad', 'rip', 'young', 'man', 'would', 'like']","Dublin, Ireland"
"['sad', 'year', 'taken', 'many', 'great', 'people', 'ways']",AZ
"['million', 'world', 'officially', 'speaking', 'reality', 'probably', 'higher', 'sad']","Terrassa, Barcelona"
"['someone', 'please', 'send', 'theres', 'sad', 'story', 'want', 'buy']","Bronkhorstspruit, South Africa"
"['sad', 'joke', 'government']",My testimony at t Finance Comm
"['covid', 'whole', 'global', 'nothing', 'sad']","Windhoek, Namibia"
"['sad', 'people', 'got', 'say', 'tyranny', 'square', 'today', 'might', 'ge']",
"['sad', 'swear', 'didnt', 'bad', 'luck', 'luck', 'corrupt', 'p']",
